"null","null","null","null","null"
"Proprietary","Proprietary","Free","Proprietary","Proprietary"
"Yes","No","No","Yes","Yes"
"Yes","No","No","Yes","Yes"
"Yes","No","Yes","No","No"
"Yes","No","No","Yes","Yes"
"Yes","No","Yes","Yes","Yes"
"Yes","Yes","No","Yes","Yes"
"Yes","Yes","Yes","Yes","Yes"
"Yes","Yes","Yes","Yes","Yes"
"Yes","Yes","No","Yes","Yes"
"Yes","Yes","No","Yes","No"
"Yes","No","Yes","Yes","No"
"Yes","Yes","No","Yes","Yes"
"Yes","Yes","No","Yes","Yes"
"Yes","No","No","Yes","Yes"
"Yes","No","No","Yes","Yes"
"Yes","No","No","Yes","Yes"
