"null","null","null","null","null","null"
"null","null","null","null","null","null"
"Eidophor front projection","Flat","(limited only by brightness)","TV","No","null"
"Shadow mask CRT","Spherical curve or Flat","42[1]","107","TV, Computer monitor,","Yes"
"Aperture grille CRT","Cylindrical curve or Flat","42[2]","107","TV, Computer monitor","Yes"
"Monochrome CRT","Spherical curve or Flat","30[3]","76","TV Computer monitor, Radar display, Oscilloscope","Yes"
"Direct view Charactron CRT","Spherical curve","24","61","Computer monitor, Radar display","No"
"CRT self-contained rear-projection","Flat lenticular","80[4]","203","TV","Yes"
"CRT front projection","Flat","(limited only by brightness)","TV or presentation","No","null"
"Plasma display panel (PDP)","Flat","152[5]","386","TV, Computer monitor (In some early "portable" computers. They required too much power for battery-powered laptops)[6][7][8][9]","Partial"
"Direct view LCD","Flat","110[10]","274","TV, Computer monitor","Yes"
"LCD self-contained rear-projection","Flat lenticular","70[11]","178","TV","Yes"
"LCD front-projection","Flat","(limited only by brightness)","TV or presentation","Yes","null"
"DLP self-contained rear-projection","Flat lenticular","120[12]","305","TV","Yes"
"DLP front-projection","Flat","(limited only by brightness)","TV or presentation","Yes","null"
"LCoS self-contained rear-projection","Flat","110[13]","279","TV","Yes"
"LCoS front-projection","Flat","(limited only by brightness)","TV or presentation","Yes","null"
"Laser self-contained rear projection","Flat lenticular","75[14]","191","TV","Yes"
"LED","Flat","279.92[15]","711","Billboards, TV","Yes"
"SED","Flat","55[16]","140","Computer monitor, TV","Yes"
"FED","Flat","?","?","Computer monitor, TV","Yes"
"EPD (e-paper)","Flat (flexible)","?","?","Electronic paper","Yes"
"OLED","Any, but most commonly flat rectangular with or without rounded edges, notch(es) and holes, circular, or curved (flexible)[17]","88[18]","223.52","Computer monitor, TV, Mobile phone","Yes"
"'LED' LCD","Flat rectangular, circular, semi circle","80","203","TV, Computer monitor","Yes"
"'QLED' LCD","Curved or Flat","80","203","TV, Computer monitor","Yes"
"Telescopic pixel display","","","","",""
"Ferroelectric LCD","","","","",""
"'mLED' LED","Curved or Flat","??","??","Mobile phone, Wearable Electronics, VR Display, Smartwatch, Optical Instruments, AR Display","Yes"
"QDLED[19][20][21][22]","N/A","N/A","N/A","N/A","Yes"
"IMOD","Flat","1.2[23]","3","Mobile phone[24]","Yes"
"Laser Phosphor Display (LPD)","Flat / Box","196","497.8","Presentation","Yes"
"Virtual retinal display","Any shape","N/A","N/A","Experimental, possibly virtual reality","Depends on system"
