"Name","E-mail client , URL: /wiki/E-mail_client
","HTML editor , URL: /wiki/HTML_editor
","Collaborative software , URL: /wiki/Collaborative_software
","Online editing"
"Ability Office , URL: /wiki/Ability_Office
","No","export","No","No"
"Apache OpenOffice , URL: /wiki/Apache_OpenOffice
","No","OpenOffice Writer , URL: /wiki/OpenOffice.org
","No","With plugins"
"Discontinued - Breadbox Office , URL: /wiki/GEOS_(16-bit_operating_system)#Breadbox_Ensemble
","Yes","Yes","No","No"
"Calligra Suite , URL: /wiki/Calligra_Suite
","Kontact , URL: /wiki/Kontact
","Kate , URL: /wiki/Kate_(text_editor)
Quanta+ , URL: /wiki/Quanta_Plus
","No","No"
"Collabora Online , URL: /wiki/Collabora_Online
","Partial[f]","Yes","Yes","Yes"
"Feng Office Community Edition , URL: /wiki/Feng_Office_Community_Edition
","beta","No","Yes","Yes"
"GNU TeXmacs , URL: /wiki/GNU_TeXmacs
","allows to read emails","Yes","under development","No"
"Discontinued - GobeProductive , URL: /wiki/GobeProductive
","No","Yes","No","No"
"Google Workspace , URL: /wiki/Google_Workspace
","Gmail , URL: /wiki/Gmail
","Google Sites , URL: /wiki/Google_Sites
","Yes","Yes"
"Hancom Office , URL: /wiki/Hancom_Office
","No","Note","No","Yes"
"iWork , URL: /wiki/IWork
","Apple Mail , URL: /wiki/Apple_Mail
","No","Yes","iCloud , URL: /wiki/ICloud
"
"LibreOffice , URL: /wiki/LibreOffice
","No[p]","LibreOffice Writer","LibreOffice Calc","Plugins[q]"
"Lotus SmartSuite , URL: /wiki/Lotus_SmartSuite
","No","Lotus FastSite","Yes","No"
"Microsoft Office , URL: /wiki/Microsoft_Office
","Microsoft Outlook , URL: /wiki/Microsoft_Outlook
","Microsoft SharePoint Designer , URL: /wiki/Microsoft_SharePoint_Designer
Microsoft FrontPage , URL: /wiki/Microsoft_FrontPage
Microsoft Word , URL: /wiki/Microsoft_Word
","Microsoft SharePoint , URL: /wiki/Microsoft_SharePoint
","Office Online , URL: /wiki/Office_Online
"
"Microsoft Works , URL: /wiki/Microsoft_Works
","No","No","No","Microsoft Office Live , URL: /wiki/Microsoft_Office_Live
"
"OfficeSuite , URL: /wiki/OfficeSuite
","OfficeSuite Mail for Windows. AquaMail for Android.","No","No","No"
"NeoOffice , URL: /wiki/NeoOffice
","No","NeoOffice Writer , URL: /wiki/NeoOffice_Writer
","No","No"
"OnlyOffice , URL: /wiki/OnlyOffice
","Yes","No","Yes","Online"
"SoftMaker Office , URL: /wiki/SoftMaker_Office
","Mozilla Thunderbird , URL: /wiki/Mozilla_Thunderbird
","No","No","No"
"StarOffice , URL: /wiki/StarOffice
","No","StarWriter , URL: /wiki/StarWriter_(word_processor)
","No","With plugins"
"TeamLab , URL: /wiki/TeamLab
","No","Yes","Yes","Yes"
"Tiki Wiki CMS Groupware , URL: /wiki/Tiki_Wiki_CMS_Groupware
","Tiki Webmail","CKEditor , URL: /wiki/CKEditor
","Yes","Online"
"WordPerfect Office , URL: /wiki/WordPerfect_Office
","has mail merge capabilities[57]","No","No","Yes"
"WPS Office , URL: /wiki/WPS_Office
","available in Android","Yes","Yes","Yes"
"Zoho Office Suite , URL: /wiki/Zoho_Office_Suite
","Zoho Mail","Zoho Writer","Yes","Yes"
"Name","E-mail client , URL: /wiki/E-mail_client
","HTML editor , URL: /wiki/HTML_editor
","Collaborative software , URL: /wiki/Collaborative_software
","Online editing"
