"null","null","null","null","null","null","null","null","null"
"Altair","Job Scheduler","actively developed","Master/worker distributed","HPC/HTC","Proprietary","Linux, Windows","Cost","Yes"
"","","No active development","","","MIT","","",""
"","","","","","Proprietary","","",""
"INRIA, SysFera, Open Source","All in one","","GridRPC, SPMD, Hierarchical and distributed architecture, CORBA","HTC/HPC","CeCILL","Unix-like, Mac OS X, AIX","Free",""
"Mavimax, Ltd.","Job/Data Scheduler","actively developed","SOA Grid","HTC/HPC/HA","GPLv2 or Commercial","Linux, FreeBSD, MacOS, Solaris, AIX","Free / Cost","Yes"
"","Monitoring","actively developed","","","BSD","Unix, Linux, Windows NT/XP/2000/2003/2008, FreeBSD, NetBSD, OpenBSD, DragonflyBSD, Mac OS X, Solaris, AIX, IRIX, Tru64, HPUX.","Free",""
"Globus Alliance, Argonne National Laboratory","Job/Data Scheduler","actively developed","SOA Grid","","","Linux","Free",""
"Univa (formerly United Devices)","Job Scheduler","no active development","Distributed master/worker","HTC/HPC","Proprietary","Windows, Linux, Mac OS X, Solaris","Cost",""
"Apache","","actively developed","","","Apache license v2.0","Linux","Free","Yes"
"Adaptive Computing","Job Scheduler","actively developed","","HPC","Proprietary","Linux, Mac OS X, Windows, AIX, OSF/Tru-64, Solaris, HP-UX, IRIX, FreeBSD & other UNIX platforms","Cost","Yes"
"Runtime Design Automation","","actively developed","","HTC/HPC","Proprietary","Unix-like, Windows","Cost",""
"OpenHPC project","all in one","actively developed","","HPC","","Linux (CentOS)","Free","No"
"Teraproc","Job Scheduler","actively developed","Master/Worker, multiple admin/submit nodes","HTC/HPC","GPL","Linux","Free","Yes"
"Altair","Job Scheduler","actively developed","Master/worker distributed with fail-over","HPC/HTC","AGPL or Proprietary","Linux, Windows","Free or Cost","Yes"
"Proxmox Server Solutions","Complete","actively developed","","","Open-source AGPLv3","Linux, Windows, other operating systems are known to work and are community supported","Free","Yes"
"Open Source/NSF grant","All in one","actively developed","","HTC/HPC","OpenSource","CentOS","Free",""
"","","","","","","","",""
"INRIA, ActiveEon, Open Source","All in one","actively developed","Master/Worker, SPMD, Distributed Component Model, Skeletons","HTC/HPC","GPL","Unix-like, Windows, Mac OS X","Free",""
"Tomer Filiba","","actively developed","","","MIT License","*nix/Windows","Free",""
"SchedMD","Job Scheduler","actively developed","","HPC/HTC","GPL","Linux/*nix","Free","Yes"
"IBM","Job Scheduler","actively developed","Master node with failover/exec clients, multiple admin/submit nodes, Suite addOns","HPC/HTC","Proprietary","Unix, Linux, Windows","Cost and Academic - model - Academic, Express, Standard, Advanced and Suites","Yes"
"Altair","Job Scheduler","active Development moved to Altair Grid Engine","Master node/exec clients, multiple admin/submit nodes","HPC/HTC","Proprietary","*nix/Windows","Cost",""
"daimh","Job Scheduler","actively developed (stable/maintenance)","Master node/exec clients, multiple admin/submit nodes","HPC/HTC","Open-source SISSL","*nix","Free","No"
"Fujitsu","","actively developed","","HPC/HTC","?","Unix, Linux, Windows","Cost",""
"Adaptive Computing","Job Scheduler","actively developed","","","Proprietary","Linux, *nix","Cost","Yes"
"Univa","All in One","Functionality and development moved to UniCloud (see above)","","","","","Free","Yes"
"","","","","","","","",""
"Altair","Job Scheduler","actively developed","Master node/exec clients, multiple admin/submit nodes","HPC/HTC","Proprietary","*nix/Windows","Cost",""
"Apple Computer","","","","","","","",""
"null","null","null","null","null","null","null","null","null"
