"JVM","Status","Latest supported Java version","Supported class libraries","Supported class libraries","Supported class libraries","Performance","Performance","Performance"
"JVM","Status","Latest supported Java version","GNU Classpath , URL: /wiki/GNU_Classpath
","OpenJDK , URL: /wiki/OpenJDK
","Other","Interpretation","AOT , URL: /wiki/AOT_compiler
","JIT , URL: /wiki/Just-in-time_compilation
"
"GCJ , URL: /wiki/GNU_Compiler_for_Java
","No longer maintained or distributed by GNU as of GCC 7 [15]","?","Yes","No","","Yes","Yes","No"
"HotSpot , URL: /wiki/HotSpot_(virtual_machine)
OpenJDK , URL: /wiki/OpenJDK
","Reference implementation.","1.8","No","Yes","","Yes","No","Yes"
"HotSpot , URL: /wiki/HotSpot_(virtual_machine)
Oracle , URL: /wiki/Oracle_Corporation
","Reference implementation.","1.8","No","Yes","","Yes","No","Yes"
"HotSpot , URL: /wiki/HotSpot_(virtual_machine)
","","?","No","Yes","","Yes","No","Yes"
"HotSpot , URL: /wiki/HotSpot_(virtual_machine)
","Interpreter-only port of OpenJDK using almost no assembly language and designed to be very portable.","1.7","No","Yes","","Yes","No","No"
"IKVM.NET , URL: /wiki/IKVM.NET
","","?","?","?","","Whatever the .NET runtime uses","Whatever the .NET runtime uses","Whatever the .NET runtime uses"
"JAmiga , URL: /w/index.php?title=JAmiga&action=edit&redlink=1
","","1.4[16]","Yes[17]","No","","Yes[18]","No","No"
"JamVM , URL: /wiki/JamVM
","","1.8[19]","Yes[20]","Yes[20]","","Yes[20]","No","Yes[20]"
"Jato VM , URL: /w/index.php?title=Jato_VM&action=edit&redlink=1
","","1.6[21]","Yes[9]","No[22]","","No[22]","No[22]","Yes[9]"
"JC virtual machine , URL: /w/index.php?title=JC_virtual_machine&action=edit&redlink=1
","Translates Java to C and compiles it with a C compiler.","1.4[23]","Yes[24]","No","","Yes[25]","Yes[25]","Yes[25]"
"Jikes RVM , URL: /wiki/Jikes_RVM
","","1.6[26]","Yes[27]","Port[28][29]","Apache Harmony[27]","No[30]","?","Yes"
"Kaffe , URL: /wiki/Kaffe
","","1.4[12]","Yes[12]","No","","Yes[12]","No[12]","Yes[12]"
"Mysaifu JVM , URL: /w/index.php?title=Mysaifu_JVM&action=edit&redlink=1
","","?","Yes[31]","No","","Yes[32]","No[32]","No[32]"
"SableVM , URL: /wiki/SableVM
","Unmaintained","1.4","Yes","No","","Yes","No","No"
