"Distribution","Developer , URL: /wiki/Software_developer
","First public release","Based on","Latest release date","Status","Purpose","Cost"
"BeleniX , URL: /wiki/BeleniX
","?","?","OpenSolaris , URL: /wiki/OpenSolaris
GNU , URL: /wiki/GNU
","0.7.1 / July 19, 2008","Discontinued","?","Gratis"
"Nexenta OS , URL: /wiki/Nexenta_OS
","Nexenta Systems , URL: /wiki/Nexenta_Systems
","2005","OpenSolaris , URL: /wiki/OpenSolaris
GNU , URL: /wiki/GNU
Ubuntu , URL: /wiki/Ubuntu_(operating_system)
","3.1.3.5 (October 31, 2012; 9 years ago (2012-10-31)) [±]","Discontinued","?","Gratis"
"NexentaStor , URL: /wiki/NexentaStor
","Nexenta Systems , URL: /wiki/Nexenta_Systems
","?","Nexenta OS , URL: /wiki/Nexenta_OS
","5.3.0, May 2020[1]","Active","“Enterprise Grade Unified Block & File Storage”[2]","Commercial"
"OmniOSce , URL: /w/index.php?title=OmniOSce&action=edit&redlink=1
","OmniTI , URL: /w/index.php?title=OmniTI&action=edit&redlink=1
","2012[3]","illumos , URL: /wiki/Illumos
GNU , URL: /wiki/GNU
","r151038, May 2021[4]","Active","“Produce a self-hosting, minimalist Illumos-based release suitable for production deployment”[5]","Gratis"
"OpenIndiana , URL: /wiki/OpenIndiana
","illumos , URL: /wiki/Illumos
","2010","illumos , URL: /wiki/Illumos
OpenSolaris , URL: /wiki/OpenSolaris
GNU , URL: /wiki/GNU
","Hipster 2021.10 (December 5, 2021; 3 months ago (2021-12-05)) [±][6]","Active","“Ensure the continued availability of an openly developed distribution based on OpenSolaris”[7]","Gratis"
"SmartOS , URL: /wiki/SmartOS
","Joyent , URL: /wiki/Joyent
","?","illumos , URL: /wiki/Illumos
GNU , URL: /wiki/GNU
","20201203T165910Z, Dec 2020[8]","Active","Cloud computing (“converged container and virtual machine hypervisor”[9])","Gratis"
"Tribblix , URL: /w/index.php?title=Tribblix&action=edit&redlink=1
","Peter Tribble , URL: /w/index.php?title=Peter_Tribble&action=edit&redlink=1
","?","illumos , URL: /wiki/Illumos
","0m25, Apr 2021[10]","Active","Tribblix is an operating system distribution derived from OpenSolaris, OpenIndiana, and illumos, with a retro style and modern components (“”[11])","Gratis"
"v9os , URL: /w/index.php?title=V9os&action=edit&redlink=1
","Alexander Eremin","?","illumos , URL: /wiki/Illumos
","2018-10-01[12]","Active","“Server-only, IPS-based minimal SPARC distribution of illumos”[13]","Gratis"
"Distribution","Developer","First public release","Based on","Latest release date","Status","Purpose","Cost"
