"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"Why <nowiki/>. Text before table... A B A B a0 b0 A A xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx a1 b1 B B a0 b0 A A xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx a1 b1 B B X The all-in-one test... ...text after table. — Table in table... ...and... Quotetrain! External link (hidden icon)","a0 b0 A A xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx","A","A","a1 b1 B B","B","B","a0 b0 A A xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx","A","A","a1 b1 B B","B","B","X The all-in-one test...","The all-in-one test..."
"a0 b0 A A xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx","A","A","a1 b1 B B","B","B","null","null","null","null","null","null","null","null","null"
"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"a0 b0 A A xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx","A","A","a1 b1 B B","B","B","null","null","null","null","null","null","null","null","null"
"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"A","A","null","null","null","null","null","null","null","null","null","null","null","null","null"
"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"B","B","null","null","null","null","null","null","null","null","null","null","null","null","null"
"a0 b0 A A xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx","A","A","a1 b1 B B","B","B","X The all-in-one test...","The all-in-one test...","null","null","null","null","null","null","null"
"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"A","A","null","null","null","null","null","null","null","null","null","null","null","null","null"
"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"B","B","null","null","null","null","null","null","null","null","null","null","null","null","null"
"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"The all-in-one test...","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
