"null","null","null","null","null","null","null","null"
"Home Famicom/NES Famicom Titler Twin Famicom NES-101 Sharp Nintendo Television Classic Edition accessories Super Famicom/Super NES New-Style SF Naizou TV SF1 Classic Edition accessories Nintendo 64 iQue Player accessories GameCube Panasonic Q accessories Wii Family Edition Mini Wii U Switch Handheld Game Boy accessories Game Boy Color accessories Virtual Boy Game Boy Advance SP Micro Dockable Entertainment accessories Pokémon Mini Nintendo DS Lite DSi accessories Nintendo 3DS 2DS New 3DS New 2DS XL Switch Switch Lite Dedicated Home Color TV-Game NES Classic Edition Super NES Classic Edition Handheld Game & Watch Mini Classics Nelsonic Game Watch Pokémon Pikachu Arcade VS. System PlayChoice-10 Super Famicom Box Nintendo Super System Ultra 64 Aleck 64 Triforce","Famicom/NES Famicom Titler Twin Famicom NES-101 Sharp Nintendo Television Classic Edition accessories Super Famicom/Super NES New-Style SF Naizou TV SF1 Classic Edition accessories Nintendo 64 iQue Player accessories GameCube Panasonic Q accessories Wii Family Edition Mini Wii U Switch","Game Boy accessories Game Boy Color accessories Virtual Boy Game Boy Advance SP Micro Dockable Entertainment accessories Pokémon Mini Nintendo DS Lite DSi accessories Nintendo 3DS 2DS New 3DS New 2DS XL Switch Switch Lite","Home Color TV-Game NES Classic Edition Super NES Classic Edition Handheld Game & Watch Mini Classics Nelsonic Game Watch Pokémon Pikachu Arcade VS. System PlayChoice-10 Super Famicom Box Nintendo Super System Ultra 64 Aleck 64 Triforce","Color TV-Game NES Classic Edition Super NES Classic Edition","Game & Watch Mini Classics Nelsonic Game Watch Pokémon Pikachu","VS. System PlayChoice-10 Super Famicom Box Nintendo Super System Ultra 64 Aleck 64 Triforce",""
"Famicom/NES Famicom Titler Twin Famicom NES-101 Sharp Nintendo Television Classic Edition accessories Super Famicom/Super NES New-Style SF Naizou TV SF1 Classic Edition accessories Nintendo 64 iQue Player accessories GameCube Panasonic Q accessories Wii Family Edition Mini Wii U Switch","null","null","null","null","null","null","null"
"Game Boy accessories Game Boy Color accessories Virtual Boy Game Boy Advance SP Micro Dockable Entertainment accessories Pokémon Mini Nintendo DS Lite DSi accessories Nintendo 3DS 2DS New 3DS New 2DS XL Switch Switch Lite","null","null","null","null","null","null","null"
"Home Color TV-Game NES Classic Edition Super NES Classic Edition Handheld Game & Watch Mini Classics Nelsonic Game Watch Pokémon Pikachu Arcade VS. System PlayChoice-10 Super Famicom Box Nintendo Super System Ultra 64 Aleck 64 Triforce","Color TV-Game NES Classic Edition Super NES Classic Edition","Game & Watch Mini Classics Nelsonic Game Watch Pokémon Pikachu","VS. System PlayChoice-10 Super Famicom Box Nintendo Super System Ultra 64 Aleck 64 Triforce","null","null","null","null"
"Color TV-Game NES Classic Edition Super NES Classic Edition","null","null","null","null","null","null","null"
"Game & Watch Mini Classics Nelsonic Game Watch Pokémon Pikachu","null","null","null","null","null","null","null"
"VS. System PlayChoice-10 Super Famicom Box Nintendo Super System Ultra 64 Aleck 64 Triforce","null","null","null","null","null","null","null"
"Add-ons 3D System Data Recorder Disk System Satellaview Super NES CD-ROM (unreleased) Super Game Boy 2 Game Boy Camera Game Boy Printer 64DD Rumble Pak e-Reader Game Boy Player Connectivity NES Four Score NES Satellite Super Multitap Game Link Cable Transfer Pak GCN-GBA Link Cable iQue Player Multiplayer Box Controllers NES Controller Family BASIC Keyboard NES Advantage NES Max NES Zapper Power Glove Power Pad R.O.B. Speedboard U-Force SNES Controller Super Advantage Score Master SNES Mouse Super Scope Justifier Virtual Boy Controller Nintendo 64 controller VRU GameCube controller WaveBird Wireless DK Bongos Action Pad iQue Player Multiplayer Controller Wii Balance Board Wii Remote Classic Controller MotionPlus Wii Zapper Third-party accessories Wii Speak Wii U GamePad Wii U Pro Controller Joy-Con Nintendo Switch Pro Controller Networking Family Computer Network System Teleplay Modem XBAND Satellaview NTT Data Communication Modem NDM24 Morita Shogi 64 N64 Modem Randnet Mobile Adapter GB GameCube Modem Adapter GameCube Broadband Adapter Nintendo Wi-Fi USB Connector Other Nintendo Power iQue Depot Amiibo","3D System Data Recorder Disk System Satellaview Super NES CD-ROM (unreleased) Super Game Boy 2 Game Boy Camera Game Boy Printer 64DD Rumble Pak e-Reader Game Boy Player","NES Four Score NES Satellite Super Multitap Game Link Cable Transfer Pak GCN-GBA Link Cable iQue Player Multiplayer Box","NES Controller Family BASIC Keyboard NES Advantage NES Max NES Zapper Power Glove Power Pad R.O.B. Speedboard U-Force SNES Controller Super Advantage Score Master SNES Mouse Super Scope Justifier Virtual Boy Controller Nintendo 64 controller VRU GameCube controller WaveBird Wireless DK Bongos Action Pad iQue Player Multiplayer Controller Wii Balance Board Wii Remote Classic Controller MotionPlus Wii Zapper Third-party accessories Wii Speak Wii U GamePad Wii U Pro Controller Joy-Con Nintendo Switch Pro Controller","Family Computer Network System Teleplay Modem XBAND Satellaview NTT Data Communication Modem NDM24 Morita Shogi 64 N64 Modem Randnet Mobile Adapter GB GameCube Modem Adapter GameCube Broadband Adapter Nintendo Wi-Fi USB Connector","Nintendo Power iQue Depot Amiibo","null","null"
"3D System Data Recorder Disk System Satellaview Super NES CD-ROM (unreleased) Super Game Boy 2 Game Boy Camera Game Boy Printer 64DD Rumble Pak e-Reader Game Boy Player","null","null","null","null","null","null","null"
