"Desktop publishing software","Developer(s)","Latest stable version","Initial release","License , URL: /wiki/Software_license
"
"Apache OpenOffice Writer , URL: /wiki/Apache_OpenOffice_Writer
","Apache Software Foundation , URL: /wiki/Apache_Software_Foundation
","4.1.1 (August 21, 2014; 7 years ago (2014-08-21))","2002 (2002)","Apache License , URL: /wiki/Apache_License
"
"Collabora Online , URL: /wiki/Collabora_Online
","Collabora , URL: /wiki/Collabora
","21.11.2.4 (3 March 2022; 7 days ago (2022-03-03)[2]) [±]","2016 (2016) [3]","MPL-2.0 , URL: /wiki/Mozilla_Public_License
"
"CorelDRAW , URL: /wiki/CorelDRAW
","Corel , URL: /wiki/Corel
","X8 (18.0) (March 15, 2016; 5 years ago (2016-03-15))","1989 (1989)","Commercial , URL: /wiki/Commercial_software
proprietary , URL: /wiki/Proprietary_software
"
"Fatpaint , URL: /wiki/Fatpaint
","Mersica Inc.","1.98 (August 19, 2011; 10 years ago (2011-08-19))","2010 (2010)","Freeware , URL: /wiki/Freeware
"
"Flare , URL: /wiki/Flare
","MadCap Software , URL: /wiki/MadCap_Software
","2019 (March 29, 2019; 2 years ago (2019-03-29))","2006 (2006)","Commercial , URL: /wiki/Commercial_software
proprietary , URL: /wiki/Proprietary_software
"
"FrameMaker , URL: /wiki/FrameMaker
","Adobe Systems , URL: /wiki/Adobe_Systems
","12.0.3 (September 25, 2014; 7 years ago (2014-09-25))","1986 (1986)","Commercial , URL: /wiki/Commercial_software
proprietary , URL: /wiki/Proprietary_software
"
"InDesign , URL: /wiki/InDesign
","Adobe Systems , URL: /wiki/Adobe_Systems
","CC 2020 (15.0) (November 2019; 2 years ago (2019-11))[4]","1999 (1999)","Commercial , URL: /wiki/Commercial_software
proprietary , URL: /wiki/Proprietary_software
"
"InPage , URL: /wiki/InPage
","InPage Team","3.0 (2008; 14 years ago (2008))","1994 (1994)","Commercial , URL: /wiki/Commercial_software
proprietary , URL: /wiki/Proprietary_software
"
"iStudio Publisher , URL: /wiki/IStudio_Publisher
","iStudio Software","1.3 (February 3, 2017; 5 years ago (2017-02-03))","2009 (2009)","Commercial , URL: /wiki/Commercial_software
proprietary , URL: /wiki/Proprietary_software
"
"LibreOffice Draw , URL: /wiki/LibreOffice_Draw
","The Document Foundation , URL: /wiki/The_Document_Foundation
","Fresh:[6] 7.3.1[7] (3 March 2022) Still:[6] 7.2.6[8] (10 March 2022) [±]","2011 (2011)","LGPL , URL: /wiki/LGPL
"
"LyX , URL: /wiki/LyX
","The LyX Team","2.3.0 (March 16, 2018; 3 years ago (2018-03-16))","1995 (1995)","GPL , URL: /wiki/GPL
"
"Microsoft Publisher , URL: /wiki/Microsoft_Publisher
","Microsoft Corporation , URL: /wiki/Microsoft_Corporation
","16.0 (September 22, 2015; 6 years ago (2015-09-22))","1991 (1991)","Trialware , URL: /wiki/Trialware
"
"PageMaker , URL: /wiki/PageMaker
","Adobe Systems , URL: /wiki/Adobe_Systems
","7.0.2 (March 30, 2004; 17 years ago (2004-03-30))","1985 (1985)","Commercial , URL: /wiki/Commercial_software
proprietary , URL: /wiki/Proprietary_software
"
"PagePlus , URL: /wiki/PagePlus
","Serif Europe , URL: /wiki/Serif_Europe
","X9 (November 19, 2015; 6 years ago (2015-11-19))","1991 (1991)","Commercial , URL: /wiki/Commercial_software
proprietary , URL: /wiki/Proprietary_software
"
"Pages , URL: /wiki/Pages_(iWork)
","Apple Inc. , URL: /wiki/Apple_Inc.
","6.3.1 (November 11, 2017; 4 years ago (2017-11-11)) [±]","2005 (2005)","Commercial , URL: /wiki/Commercial_software
proprietary , URL: /wiki/Proprietary_software
"
"PageStream , URL: /wiki/PageStream
","Grasshopper LLC","5.0 (2005; 17 years ago (2005))","1986 (1986)","Commercial , URL: /wiki/Commercial_software
proprietary , URL: /wiki/Proprietary_software
"
"QuarkXPress , URL: /wiki/QuarkXPress
","Quark, Inc. , URL: /wiki/Quark,_Inc.
","2017 (April 16, 2017; 4 years ago (2017-04-16))","1987 (1987)","Commercial , URL: /wiki/Commercial_software
proprietary , URL: /wiki/Proprietary_software
"
"Ready,Set,Go! , URL: /wiki/Ready,Set,Go!
","Diwan Software Limited","7.7.8b (September 2009; 12 years ago (2009-09))","1985 (1985)","Commercial , URL: /wiki/Commercial_software
proprietary , URL: /wiki/Proprietary_software
"
"Scribus , URL: /wiki/Scribus
","The Scribus Team","Stable: 14.4.8; Development:1.5.7 (0 April 2021; 11 months ago (2021-04-00))","2003 (2003)","GPL , URL: /wiki/GPL
"
"The Print Shop , URL: /wiki/The_Print_Shop
","Brøderbund , URL: /wiki/Br%C3%B8derbund
","23.0 (2009; 13 years ago (2009))","1984 (1984)","Commercial , URL: /wiki/Commercial_software
proprietary , URL: /wiki/Proprietary_software
"
"Ventura , URL: /wiki/Corel_Ventura
","Corel , URL: /wiki/Corel
","10.0 (2002; 20 years ago (2002))","1986 (1986)","Commercial , URL: /wiki/Commercial_software
proprietary , URL: /wiki/Proprietary_software
"
"Desktop publishing software","Developer(s)","Latest stable version","Initial release","License , URL: /wiki/Software_license
"
