"null","null","null","null","null","null","null","null","null","null","null"
"Free","Free","Free","Free","Non-free contact vendor for prices","Non-free £556 (for EULA), contact vendor for OEM","Free for non-commercial, €2'500 (VAT excluded) for full 1-developer package","Non-free contact vendor for prices","Free (with link to amCharts) link-free from €85}","Free (with link to AnyChart) Team license available}","Free"
"MPL","MIT","MIT","BSD","Proprietary","Proprietary","Proprietary","Proprietary","Proprietary","Proprietary","Free"
"Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No"
"Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes"
"Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes"
"Yes","Yes","No","No","No","No","No","No","Yes","Yes","Yes"
"Yes","Yes","No","No","No","No","No","No","Yes","Yes","No"
"No","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No"
"Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes"
"Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes"
"Yes","No","No","No","No","Yes","No","No","Yes","Yes","Yes"
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes"
"Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes"
"Yes","No","No","No","No","Yes","Yes","No","No","Yes","No"
"No","Yes","Yes","No","No","Yes","Yes","No","No","Yes","No"
"Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes"
"Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes"
"Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes"
"No","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes"
"Yes","No","No","No","No","Yes","No","No","Yes","Yes","No"
"Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No"
"Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No"
"No","No","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes"
"No","No","Yes","No","No","No","No","No","Yes","Yes","Yes"
"No","No","No","No","No","No","No","No","No","Yes","No"
"No","No","No","No","No","No","No","No","No","Yes","No"
"No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No"
"No","No","No","No","No","Yes","No","No","No","No","No"
"Yes","No","No","No","No","No","No","No","Yes","No","No"
"Yes","No","No","No","No","No","No","No","Yes","No","No"
"No","No","No","No","No","No","No","No","No","No","No"
"No","No","No","No","No","Yes","No","No","No","Yes","No"
"No","No","Yes","No","No","Yes","No","No","No","No","No"
"No","No","No","No","No","Yes","No","No","No","Yes","No"
"No","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No"
"No","Yes","No","No","No","No","No","No","No","No","No"
"No","No","No","No","No","Yes","Yes","Yes","No","No","No"
"No","No","No","No","No","Yes","Yes","Yes","No","No","No"
