"null","null","null","null","null","null","null","null"
"null","null","null","null","null","null","null","null"
"Advanced Computer Solutions","Windows","14","","Proprietary","Yes","EN","DXF, DWG, DRW"
"LibreCAD","POSIX","2.1.3[1]","2016-09-23 (2016-09-23)","GPL-2.0-only","No","CN, EN, ES, FR, DE, HU, IT, JP, RU, other","DXF"
"Windows","null","null","null","null","null","null","null"
"Other","null","null","null","null","null","null","null"
"VariCAD","Linux","v2.03","2019","Proprietary","Yes","EN, DE, JP, PT, CN","DWG (2D), DXF (2D), STEP (3D)[2]"
"Windows","null","null","null","null","null","null","null"
"Other","null","null","null","null","null","null","null"
"Sescoi","Windows","1.7","2009","Proprietary","Yes","EN, FR, DE, ES, IT, JP, CN","DWG, DXF, IGES, STEP, STL, UNISURF, 3D WorkNC, XDW, Parasolid, SolidWorks, Pro/E, Catia V4, Catia V5, UGS, ISO toolpaths, CADDS, Solid Edge[3]"
