"Name","Users","Projects"
"Assembla , URL: /wiki/Assembla
","Unknown","526,581+[47]"
"Bitbucket , URL: /wiki/Bitbucket
","5,000,000[48]","Unknown"
"Buddy , URL: /wiki/Buddy_(software)
","Unknown","Unknown"
"CloudForge , URL: /wiki/CloudForge
","Unknown","Unknown"
"Gitea , URL: /wiki/Gitea
","Unknown","Unknown"
"GitHub , URL: /wiki/GitHub
","65,000,000[49]","200,000,000[49]"
"GitLab , URL: /wiki/GitLab
","31,190,000[50]","546,000[51][j]"
"GNU Savannah , URL: /wiki/GNU_Savannah
","93,346[52]","3,848[52]"
"Launchpad , URL: /wiki/Launchpad_(website)
","3,965,288[53]","40,881[54]"
"OSDN , URL: /wiki/OSDN
","54,826[55]","6,294[55]"
"Ourproject.org , URL: /wiki/Ourproject.org
","6,353[56]","1,846[56]"
"OW2 , URL: /wiki/OW2
","Unknown","Unknown"
"SEUL , URL: /wiki/SEUL
","Unknown","Unknown"
"SourceForge , URL: /wiki/SourceForge
","3,700,000[57]","500,000[57]"
"ProgramOnChain , URL: https://programonchain.com/
","Unknown","Unknown"
"Name","Users","Projects"
