"","fixed size array","fixed size array","dynamic size array","dynamic size array"
"","one-dimensional array","multi-dimensional array , URL: /wiki/Array_data_structure
","one-dimensional array","multi-dimensional array , URL: /wiki/Array_data_structure
"
"Ada , URL: /wiki/Ada_(programming_language)
","array (<first> .. <last>) of <type> or array (<discrete_type>) of <type>","array (<first1> .. <last1>, <first2> .. <last2>, ...) of <type> or array (<discrete_type1>, <discrete_type2>, ...) of <type>","array (<discrete_type> range <>) of <type>","array (<discrete_type1> range <>, <discrete_type2> range <>, ...) of <type>"
"ALGOL 68","[first:last]«modename» or simply: [size]«modename»","[first1:last1, first2:last2]«modename» or [first1:last1][first2:last2]«modename» etc.","flex[first:last]«modename» or simply: flex[size]«modename»","flex[first1:last1, first2:last2]«modename» or flex[first1:last1]flex[first2:last2]«modename» etc."
"C (C99)","type name[size][a]","type name[size1][size2][a]","type *name or within a block: int n = ...; type name[n]",""
"C++ (STL)","«std::»array<type, size>(C++11)","","«std::»vector<type>","«std::»vector<type>"
"C#","type[]","type[,,...]","System.Collections.ArrayList or System.Collections.Generic.List<type>",""
"Java","type[][b]","type[][]...[b]","ArrayList or ArrayList<type>",""
"D","type[size]","type[size1][size2]","type[]",""
"Go","[size]type","[size1][size2]...type","[]type","[][]type"
"Rust","[type; size]","[[type; size1]; size2]","Vec<type>","Vec<Vec<type>>"
"Swift","","","[type] or Array<type>","[[type]] or Array<Array<type>>"
"Objective-C","NSArray","","NSMutableArray",""
"JavaScript","N/A","N/A","Array[d]","Array[d]"
"Common Lisp","(simple-array type (dimension))","(simple-array type (dimension1 dimension2))","(array type (dimension))","(array type (dimension1 dimension2))"
"Scheme","","","",""
"ISLISP","","","",""
"Pascal","array[first..last] of type[c]","array[first1..last1] of array[first2..last2] ... of type [c] or array[first1..last1, first2..last2, ...] of type [c]","N/A","N/A"
"Object Pascal (Delphi)","array[first..last] of type[c]","array[first1..last1] of array[first2..last2] ... of type [c] or array[first1..last1, first2..last2, ...] of type [c]","array of type","array of array ... of type"
"Visual Basic","Dim x(last) As type","Dim x(last1, last2,...) As type","",""
"Visual Basic .NET","type()","type(,,...)","System.Collections.ArrayList or System.Collections.Generic.List(Of type)",""
"Python","","","list",""
"S-Lang","x = type[size];","x = type[size1, size2, ...];","",""
"Fortran","type :: name(size)","type :: name(size1, size2,...)","type, ALLOCATABLE :: name(:)","type, ALLOCATABLE :: name(:,:,...)"
"PHP","","","array",""
"Perl","","","",""
"Raku","","","Array[type] or Array of type",""
"Ruby","","x = Array.new(size1){ Array.new(size2) }","Array",""
"Scala","Array[type]","Array[...[Array[type]]...]","ArrayBuffer[type]",""
"Seed7","array type or array [idxType] type","array array type or array [idxType] array [idxType] type","array type or array [idxType] type","array array type or array [idxType] array [idxType] type"
"Smalltalk","Array","","OrderedCollection",""
"Windows PowerShell","type[]","type[,,...]","",""
"OCaml","type array","type array ... array","",""
"F#","type [] or type array","type [,,...]","System.Collections.ArrayList or System.Collections.Generic.List<type>",""
"Standard ML","type vector or type array","","",""
"Haskell (GHC)","x = Array.array (0, size-1) list_of_association_pairs","x = Array.array ((0, 0,...), (size1-1, size2-1,...)) list_of_association_pairs","",""
"COBOL","level-number type OCCURS size «TIMES».","one-dimensional array definition...","level-number type OCCURS min-size TO max-size «TIMES» DEPENDING «ON» size.[e]","N/A"
